datetime,junction,vehicles,avg_speed_kmph,congestion_level
2024-06-08 07:00:00,4,328,19,High
2024-06-08 08:00:00,1,204,18,High
2024-06-08 09:00:00,1,288,15,High
2024-06-08 10:00:00,2,349,23,High
2024-06-08 11:00:00,4,175,26,Medium
2024-06-08 12:00:00,3,125,27,Medium
2024-06-08 13:00:00,4,178,25,Medium
2024-06-08 14:00:00,2,150,28,Medium
2024-06-08 15:00:00,4,120,38,Medium
2024-06-08 16:00:00,2,182,32,Medium
2024-06-08 17:00:00,1,229,19,High
2024-06-08 18:00:00,4,335,11,High
2024-06-08 19:00:00,4,265,15,High
2024-06-08 20:00:00,1,304,10,High
2024-06-08 21:00:00,1,52,53,Low
2024-06-08 22:00:00,1,72,41,Low
2024-06-08 23:00:00,2,74,40,Low
2024-06-09 00:00:00,3,47,63,Low
2024-06-09 01:00:00,1,84,53,Low
2024-06-09 02:00:00,4,23,62,Low
2024-06-09 03:00:00,2,78,41,Low
2024-06-09 04:00:00,2,92,58,Low
2024-06-09 05:00:00,4,73,63,Low
2024-06-09 06:00:00,3,28,47,Low
2024-06-09 07:00:00,2,273,23,High
2024-06-09 08:00:00,2,273,21,High
2024-06-09 09:00:00,4,237,11,High
2024-06-09 10:00:00,2,290,19,High
2024-06-09 11:00:00,3,143,33,Medium
2024-06-09 12:00:00,3,110,38,Medium
2024-06-09 13:00:00,2,200,39,Medium
2024-06-09 14:00:00,3,165,34,Medium
2024-06-09 15:00:00,1,132,26,Medium
2024-06-09 16:00:00,3,121,33,Medium
2024-06-09 17:00:00,4,317,15,High
2024-06-09 18:00:00,2,271,20,High
2024-06-09 19:00:00,4,348,21,High
2024-06-09 20:00:00,3,218,10,High
2024-06-09 21:00:00,1,94,51,Low
2024-06-09 22:00:00,3,85,51,Low
2024-06-09 23:00:00,2,88,57,Low
2024-06-10 00:00:00,2,89,44,Low
2024-06-10 01:00:00,2,37,54,Low
2024-06-10 02:00:00,4,69,63,Low
2024-06-10 03:00:00,4,66,57,Low
2024-06-10 04:00:00,4,26,49,Low
2024-06-10 05:00:00,1,99,54,Low
2024-06-10 06:00:00,3,67,61,Low
2024-06-10 07:00:00,3,224,14,High
2024-06-10 08:00:00,1,229,12,High
2024-06-10 09:00:00,1,339,15,High
2024-06-10 10:00:00,2,279,10,High
2024-06-10 11:00:00,1,112,25,Medium
2024-06-10 12:00:00,1,199,39,Medium
2024-06-10 13:00:00,2,188,31,Medium
2024-06-10 14:00:00,3,169,33,Medium
2024-06-10 15:00:00,3,166,28,Medium
2024-06-10 16:00:00,2,185,39,Medium
2024-06-10 17:00:00,4,350,17,High
2024-06-10 18:00:00,3,214,12,High
2024-06-10 19:00:00,3,253,18,High
2024-06-10 20:00:00,2,215,25,High
2024-06-10 21:00:00,2,42,61,Low
2024-06-10 22:00:00,2,63,51,Low
2024-06-10 23:00:00,4,58,44,Low
2024-06-11 00:00:00,1,49,58,Low
2024-06-11 01:00:00,3,98,57,Low
2024-06-11 02:00:00,1,44,54,Low
2024-06-11 03:00:00,4,23,59,Low
2024-06-11 04:00:00,1,69,53,Low
2024-06-11 05:00:00,3,71,60,Low
2024-06-11 06:00:00,4,42,59,Low
2024-06-11 07:00:00,4,301,17,High
2024-06-11 08:00:00,3,221,18,High
2024-06-11 09:00:00,4,224,11,High
2024-06-11 10:00:00,4,255,25,High
2024-06-11 11:00:00,2,109,36,Medium
2024-06-11 12:00:00,3,106,26,Medium
2024-06-11 13:00:00,4,190,34,Medium
2024-06-11 14:00:00,4,122,31,Medium
2024-06-11 15:00:00,1,105,30,Medium
2024-06-11 16:00:00,3,138,32,Medium
2024-06-11 17:00:00,3,279,15,High
2024-06-11 18:00:00,1,282,21,High
2024-06-11 19:00:00,4,307,21,High
2024-06-11 20:00:00,3,276,19,High
2024-06-11 21:00:00,2,70,63,Low
2024-06-11 22:00:00,4,59,62,Low
2024-06-11 23:00:00,3,99,45,Low
2024-06-12 00:00:00,4,81,63,Low
2024-06-12 01:00:00,2,37,59,Low
2024-06-12 02:00:00,2,22,56,Low
2024-06-12 03:00:00,2,98,43,Low
2024-06-12 04:00:00,3,45,49,Low
2024-06-12 05:00:00,3,71,46,Low
2024-06-12 06:00:00,3,95,63,Low
2024-06-12 07:00:00,2,264,16,High
2024-06-12 08:00:00,3,214,20,High
2024-06-12 09:00:00,2,266,20,High
2024-06-12 10:00:00,2,233,20,High
2024-06-12 11:00:00,1,157,40,Medium
2024-06-12 12:00:00,4,158,30,Medium
2024-06-12 13:00:00,3,197,32,Medium
2024-06-12 14:00:00,2,113,30,Medium
2024-06-12 15:00:00,2,165,33,Medium
2024-06-12 16:00:00,1,112,38,Medium
2024-06-12 17:00:00,1,326,16,High
2024-06-12 18:00:00,4,215,22,High
2024-06-12 19:00:00,2,208,25,High
2024-06-12 20:00:00,2,214,17,High
2024-06-12 21:00:00,2,70,62,Low
2024-06-12 22:00:00,4,33,62,Low
2024-06-12 23:00:00,2,26,49,Low
2024-06-13 00:00:00,4,75,57,Low
2024-06-13 01:00:00,4,73,42,Low
2024-06-13 02:00:00,1,89,46,Low
2024-06-13 03:00:00,2,70,42,Low
2024-06-13 04:00:00,1,53,62,Low
2024-06-13 05:00:00,2,65,61,Low
2024-06-13 06:00:00,3,94,54,Low
2024-06-13 07:00:00,4,325,14,High
2024-06-13 08:00:00,4,292,24,High
2024-06-13 09:00:00,4,289,14,High
2024-06-13 10:00:00,4,312,14,High
2024-06-13 11:00:00,4,150,33,Medium
2024-06-13 12:00:00,4,192,40,Medium
2024-06-13 13:00:00,1,193,38,Medium
2024-06-13 14:00:00,4,155,32,Medium
2024-06-13 15:00:00,3,146,26,Medium
2024-06-13 16:00:00,4,134,28,Medium
2024-06-13 17:00:00,4,208,14,High
2024-06-13 18:00:00,3,232,13,High
2024-06-13 19:00:00,1,311,18,High
2024-06-13 20:00:00,4,305,15,High
2024-06-13 21:00:00,2,99,55,Low
2024-06-13 22:00:00,1,24,56,Low
2024-06-13 23:00:00,2,34,47,Low
2024-06-14 00:00:00,3,79,45,Low
2024-06-14 01:00:00,4,47,55,Low
2024-06-14 02:00:00,4,91,55,Low
2024-06-14 03:00:00,3,74,64,Low
2024-06-14 04:00:00,3,84,55,Low
2024-06-14 05:00:00,1,59,58,Low
2024-06-14 06:00:00,2,29,40,Low
2024-06-14 07:00:00,4,342,10,High
2024-06-14 08:00:00,3,347,16,High
2024-06-14 09:00:00,4,203,22,High
2024-06-14 10:00:00,4,267,16,High
2024-06-14 11:00:00,2,121,30,Medium
2024-06-14 12:00:00,2,139,40,Medium
2024-06-14 13:00:00,3,124,30,Medium
2024-06-14 14:00:00,4,120,32,Medium
2024-06-14 15:00:00,2,113,27,Medium
2024-06-14 16:00:00,4,120,36,Medium
2024-06-14 17:00:00,3,261,12,High
2024-06-14 18:00:00,3,345,18,High
2024-06-14 19:00:00,2,237,23,High
2024-06-14 20:00:00,3,256,22,High
2024-06-14 21:00:00,1,60,56,Low
2024-06-14 22:00:00,2,64,56,Low
2024-06-14 23:00:00,1,54,44,Low
2024-06-15 00:00:00,1,34,44,Low
2024-06-15 01:00:00,1,25,48,Low
2024-06-15 02:00:00,3,54,61,Low
2024-06-15 03:00:00,1,66,60,Low
2024-06-15 04:00:00,2,50,43,Low
2024-06-15 05:00:00,2,83,49,Low
2024-06-15 06:00:00,1,86,41,Low
2024-06-15 07:00:00,2,203,12,High
2024-06-15 08:00:00,3,210,19,High
2024-06-15 09:00:00,2,233,11,High
2024-06-15 10:00:00,1,204,17,High
2024-06-15 11:00:00,1,176,40,Medium
2024-06-15 12:00:00,3,102,26,Medium
2024-06-15 13:00:00,2,153,29,Medium
2024-06-15 14:00:00,3,123,32,Medium
2024-06-15 15:00:00,3,134,28,Medium
2024-06-15 16:00:00,4,112,33,Medium
2024-06-15 17:00:00,1,318,14,High
2024-06-15 18:00:00,1,316,21,High
2024-06-15 19:00:00,3,272,13,High
2024-06-15 20:00:00,1,287,19,High
2024-06-15 21:00:00,4,48,54,Low
2024-06-15 22:00:00,1,73,51,Low
2024-06-15 23:00:00,2,44,51,Low
2024-06-16 00:00:00,4,71,54,Low
2024-06-16 01:00:00,1,71,64,Low
2024-06-16 02:00:00,2,35,62,Low
2024-06-16 03:00:00,1,63,55,Low
2024-06-16 04:00:00,3,96,64,Low
2024-06-16 05:00:00,2,32,51,Low
2024-06-16 06:00:00,4,29,50,Low
2024-06-16 07:00:00,1,259,12,High
2024-06-16 08:00:00,1,288,24,High
2024-06-16 09:00:00,2,223,19,High
2024-06-16 10:00:00,1,210,20,High
2024-06-16 11:00:00,1,132,31,Medium
2024-06-16 12:00:00,1,182,26,Medium
2024-06-16 13:00:00,3,125,39,Medium
2024-06-16 14:00:00,3,163,39,Medium
2024-06-16 15:00:00,1,191,30,Medium
2024-06-16 16:00:00,3,154,37,Medium
2024-06-16 17:00:00,1,319,21,High
2024-06-16 18:00:00,3,293,17,High
2024-06-16 19:00:00,4,326,24,High
2024-06-16 20:00:00,3,272,10,High
2024-06-16 21:00:00,1,46,56,Low
2024-06-16 22:00:00,4,81,41,Low
2024-06-16 23:00:00,1,79,47,Low
2024-06-17 00:00:00,3,97,54,Low
2024-06-17 01:00:00,4,24,43,Low
2024-06-17 02:00:00,1,72,40,Low
2024-06-17 03:00:00,1,92,43,Low
2024-06-17 04:00:00,4,69,47,Low
2024-06-17 05:00:00,1,24,61,Low
2024-06-17 06:00:00,1,89,51,Low
2024-06-17 07:00:00,1,285,13,High
2024-06-17 08:00:00,1,347,21,High
2024-06-17 09:00:00,1,334,12,High
2024-06-17 10:00:00,4,319,19,High
2024-06-17 11:00:00,2,185,30,Medium
2024-06-17 12:00:00,2,110,27,Medium
2024-06-17 13:00:00,4,200,40,Medium
2024-06-17 14:00:00,3,188,25,Medium
2024-06-17 15:00:00,4,179,37,Medium
2024-06-17 16:00:00,4,187,39,Medium
2024-06-17 17:00:00,1,267,15,High
2024-06-17 18:00:00,3,272,13,High
2024-06-17 19:00:00,2,321,14,High
2024-06-17 20:00:00,4,322,16,High
2024-06-17 21:00:00,3,95,62,Low
2024-06-17 22:00:00,1,76,44,Low
2024-06-17 23:00:00,2,24,44,Low
2024-06-18 00:00:00,4,97,42,Low
2024-06-18 01:00:00,1,40,57,Low
2024-06-18 02:00:00,4,26,60,Low
2024-06-18 03:00:00,2,75,65,Low
2024-06-18 04:00:00,2,74,64,Low
2024-06-18 05:00:00,3,21,45,Low
2024-06-18 06:00:00,2,52,47,Low
2024-06-18 07:00:00,2,297,24,High
2024-06-18 08:00:00,3,226,11,High
2024-06-18 09:00:00,1,201,12,High
2024-06-18 10:00:00,2,244,14,High
2024-06-18 11:00:00,4,130,34,Medium
2024-06-18 12:00:00,3,150,39,Medium
2024-06-18 13:00:00,4,146,31,Medium
2024-06-18 14:00:00,3,133,32,Medium
2024-06-18 15:00:00,3,169,26,Medium
2024-06-18 16:00:00,4,198,25,Medium
2024-06-18 17:00:00,1,335,19,High
2024-06-18 18:00:00,2,277,10,High
2024-06-18 19:00:00,3,243,19,High
2024-06-18 20:00:00,3,204,21,High
2024-06-18 21:00:00,1,86,41,Low
2024-06-18 22:00:00,1,45,42,Low
2024-06-18 23:00:00,1,55,49,Low
2024-06-19 00:00:00,4,30,49,Low
2024-06-19 01:00:00,1,85,43,Low
2024-06-19 02:00:00,2,21,44,Low
2024-06-19 03:00:00,1,30,52,Low
2024-06-19 04:00:00,1,89,62,Low
2024-06-19 05:00:00,4,49,54,Low
2024-06-19 06:00:00,2,83,56,Low
2024-06-19 07:00:00,1,262,19,High
2024-06-19 08:00:00,4,286,21,High
2024-06-19 09:00:00,3,296,13,High
2024-06-19 10:00:00,4,276,20,High
2024-06-19 11:00:00,4,131,39,Medium
2024-06-19 12:00:00,4,160,35,Medium
2024-06-19 13:00:00,1,151,34,Medium
2024-06-19 14:00:00,2,102,25,Medium
2024-06-19 15:00:00,4,105,40,Medium
2024-06-19 16:00:00,2,190,30,Medium
2024-06-19 17:00:00,4,250,11,High
2024-06-19 18:00:00,3,277,23,High
2024-06-19 19:00:00,4,342,25,High
2024-06-19 20:00:00,2,215,25,High
2024-06-19 21:00:00,3,81,46,Low
2024-06-19 22:00:00,1,23,46,Low
2024-06-19 23:00:00,4,61,53,Low
2024-06-20 00:00:00,2,34,63,Low
2024-06-20 01:00:00,2,44,59,Low
2024-06-20 02:00:00,1,88,51,Low
2024-06-20 03:00:00,2,95,56,Low
2024-06-20 04:00:00,1,58,50,Low
2024-06-20 05:00:00,1,86,53,Low
2024-06-20 06:00:00,1,28,57,Low
2024-06-20 07:00:00,1,309,10,High
2024-06-20 08:00:00,1,258,15,High
2024-06-20 09:00:00,1,318,15,High
2024-06-20 10:00:00,3,333,14,High
2024-06-20 11:00:00,3,129,36,Medium
2024-06-20 12:00:00,2,120,28,Medium
2024-06-20 13:00:00,1,174,26,Medium
2024-06-20 14:00:00,2,147,35,Medium
2024-06-20 15:00:00,4,187,26,Medium
2024-06-20 16:00:00,2,108,27,Medium
2024-06-20 17:00:00,3,280,18,High
2024-06-20 18:00:00,4,349,25,High
2024-06-20 19:00:00,3,328,21,High
2024-06-20 20:00:00,2,334,17,High
2024-06-20 21:00:00,3,26,45,Low
2024-06-20 22:00:00,1,57,49,Low
2024-06-20 23:00:00,2,68,60,Low
2024-06-21 00:00:00,2,95,52,Low
2024-06-21 01:00:00,1,35,41,Low
2024-06-21 02:00:00,4,40,58,Low
2024-06-21 03:00:00,1,26,60,Low
2024-06-21 04:00:00,1,26,43,Low
2024-06-21 05:00:00,3,39,45,Low
2024-06-21 06:00:00,2,69,64,Low
2024-06-21 07:00:00,2,261,25,High
2024-06-21 08:00:00,3,265,17,High
2024-06-21 09:00:00,2,291,21,High
2024-06-21 10:00:00,1,314,16,High
2024-06-21 11:00:00,4,124,26,Medium
2024-06-21 12:00:00,4,158,26,Medium
2024-06-21 13:00:00,4,183,31,Medium
2024-06-21 14:00:00,1,171,36,Medium
2024-06-21 15:00:00,3,143,39,Medium
2024-06-21 16:00:00,3,157,40,Medium
2024-06-21 17:00:00,1,320,24,High
2024-06-21 18:00:00,2,222,11,High
2024-06-21 19:00:00,2,283,13,High
2024-06-21 20:00:00,3,205,16,High
2024-06-21 21:00:00,3,64,52,Low
2024-06-21 22:00:00,2,48,43,Low
2024-06-21 23:00:00,3,78,57,Low
2024-06-22 00:00:00,4,45,45,Low
2024-06-22 01:00:00,2,61,60,Low
2024-06-22 02:00:00,3,89,42,Low
2024-06-22 03:00:00,4,50,42,Low
2024-06-22 04:00:00,4,24,58,Low
2024-06-22 05:00:00,1,24,60,Low
2024-06-22 06:00:00,1,58,50,Low
2024-06-22 07:00:00,3,342,24,High
2024-06-22 08:00:00,2,207,18,High
2024-06-22 09:00:00,4,316,22,High
2024-06-22 10:00:00,2,231,20,High
2024-06-22 11:00:00,4,144,34,Medium
2024-06-22 12:00:00,1,137,36,Medium
2024-06-22 13:00:00,2,152,38,Medium
2024-06-22 14:00:00,3,137,34,Medium
2024-06-22 15:00:00,4,132,28,Medium
2024-06-22 16:00:00,2,181,35,Medium
2024-06-22 17:00:00,2,265,11,High
2024-06-22 18:00:00,4,205,19,High
2024-06-22 19:00:00,1,287,24,High
2024-06-22 20:00:00,1,308,18,High
2024-06-22 21:00:00,3,71,49,Low
2024-06-22 22:00:00,3,71,41,Low
2024-06-22 23:00:00,4,54,61,Low
2024-06-23 00:00:00,4,43,43,Low
2024-06-23 01:00:00,4,62,50,Low
2024-06-23 02:00:00,3,98,60,Low
2024-06-23 03:00:00,1,42,63,Low
2024-06-23 04:00:00,4,74,44,Low
2024-06-23 05:00:00,1,83,61,Low
2024-06-23 06:00:00,2,71,44,Low
2024-06-23 07:00:00,4,234,25,High
2024-06-23 08:00:00,4,223,10,High
2024-06-23 09:00:00,2,342,11,High
2024-06-23 10:00:00,3,232,21,High
2024-06-23 11:00:00,1,187,32,Medium
2024-06-23 12:00:00,2,196,25,Medium
2024-06-23 13:00:00,4,151,30,Medium
2024-06-23 14:00:00,1,192,28,Medium
2024-06-23 15:00:00,2,133,39,Medium
2024-06-23 16:00:00,4,156,26,Medium
2024-06-23 17:00:00,2,321,18,High
2024-06-23 18:00:00,3,215,15,High
2024-06-23 19:00:00,1,255,21,High
2024-06-23 20:00:00,2,328,12,High
2024-06-23 21:00:00,4,69,63,Low
2024-06-23 22:00:00,4,44,59,Low
2024-06-23 23:00:00,2,60,57,Low
2024-06-24 00:00:00,3,69,44,Low
2024-06-24 01:00:00,1,82,62,Low
2024-06-24 02:00:00,3,38,41,Low
2024-06-24 03:00:00,1,21,65,Low
2024-06-24 04:00:00,3,32,44,Low
2024-06-24 05:00:00,3,33,40,Low
2024-06-24 06:00:00,1,68,51,Low
2024-06-24 07:00:00,3,341,20,High
2024-06-24 08:00:00,4,280,10,High
2024-06-24 09:00:00,1,253,24,High
2024-06-24 10:00:00,3,345,23,High
2024-06-24 11:00:00,2,161,30,Medium
2024-06-24 12:00:00,1,191,27,Medium
2024-06-24 13:00:00,4,103,37,Medium
2024-06-24 14:00:00,3,103,26,Medium
2024-06-24 15:00:00,1,111,27,Medium
2024-06-24 16:00:00,3,139,37,Medium
2024-06-24 17:00:00,4,322,17,High
2024-06-24 18:00:00,1,261,22,High
2024-06-24 19:00:00,2,305,10,High
2024-06-24 20:00:00,4,344,22,High
2024-06-24 21:00:00,4,97,50,Low
2024-06-24 22:00:00,1,95,58,Low
2024-06-24 23:00:00,1,51,62,Low
2024-06-25 00:00:00,3,58,41,Low
2024-06-25 01:00:00,2,88,43,Low
2024-06-25 02:00:00,4,29,64,Low
2024-06-25 03:00:00,3,86,44,Low
2024-06-25 04:00:00,1,56,64,Low
2024-06-25 05:00:00,3,94,41,Low
2024-06-25 06:00:00,1,89,62,Low
2024-06-25 07:00:00,1,271,23,High
2024-06-25 08:00:00,2,201,18,High
2024-06-25 09:00:00,2,248,18,High
2024-06-25 10:00:00,4,334,16,High
2024-06-25 11:00:00,3,121,37,Medium
2024-06-25 12:00:00,4,117,38,Medium
2024-06-25 13:00:00,3,133,31,Medium
2024-06-25 14:00:00,3,197,32,Medium
2024-06-25 15:00:00,3,176,27,Medium
2024-06-25 16:00:00,4,188,27,Medium
2024-06-25 17:00:00,1,233,12,High
2024-06-25 18:00:00,4,256,15,High
2024-06-25 19:00:00,1,247,13,High
2024-06-25 20:00:00,1,328,20,High
2024-06-25 21:00:00,1,24,60,Low
2024-06-25 22:00:00,3,89,50,Low
2024-06-25 23:00:00,2,75,65,Low
2024-06-26 00:00:00,3,68,54,Low
2024-06-26 01:00:00,3,77,63,Low
2024-06-26 02:00:00,3,24,43,Low
2024-06-26 03:00:00,2,43,58,Low
2024-06-26 04:00:00,4,91,57,Low
2024-06-26 05:00:00,1,21,46,Low
2024-06-26 06:00:00,1,34,53,Low
2024-06-26 07:00:00,4,245,17,High
2024-06-26 08:00:00,1,216,22,High
2024-06-26 09:00:00,1,249,18,High
2024-06-26 10:00:00,4,256,20,High
2024-06-26 11:00:00,4,103,30,Medium
2024-06-26 12:00:00,3,114,25,Medium
2024-06-26 13:00:00,3,126,30,Medium
2024-06-26 14:00:00,4,135,40,Medium
2024-06-26 15:00:00,1,177,28,Medium
2024-06-26 16:00:00,3,137,28,Medium
2024-06-26 17:00:00,2,235,21,High
2024-06-26 18:00:00,1,321,22,High
2024-06-26 19:00:00,4,274,17,High
2024-06-26 20:00:00,4,324,23,High
2024-06-26 21:00:00,2,23,44,Low
2024-06-26 22:00:00,3,33,40,Low
2024-06-26 23:00:00,3,72,59,Low
2024-06-27 00:00:00,1,46,65,Low
2024-06-27 01:00:00,4,96,50,Low
2024-06-27 02:00:00,4,97,60,Low
2024-06-27 03:00:00,3,42,60,Low
2024-06-27 04:00:00,3,55,59,Low
2024-06-27 05:00:00,4,41,47,Low
2024-06-27 06:00:00,1,49,46,Low
2024-06-27 07:00:00,1,228,17,High
2024-06-27 08:00:00,4,257,15,High
2024-06-27 09:00:00,1,253,24,High
2024-06-27 10:00:00,4,334,14,High
2024-06-27 11:00:00,2,134,38,Medium
2024-06-27 12:00:00,1,121,25,Medium
2024-06-27 13:00:00,1,113,39,Medium
2024-06-27 14:00:00,4,118,27,Medium
2024-06-27 15:00:00,4,189,39,Medium
2024-06-27 16:00:00,2,114,36,Medium
2024-06-27 17:00:00,4,318,25,High
2024-06-27 18:00:00,2,337,16,High
2024-06-27 19:00:00,2,277,25,High
2024-06-27 20:00:00,2,260,18,High
2024-06-27 21:00:00,3,81,45,Low
2024-06-27 22:00:00,1,65,41,Low
2024-06-27 23:00:00,1,69,64,Low
2024-06-28 00:00:00,3,52,55,Low
2024-06-28 01:00:00,4,33,58,Low
2024-06-28 02:00:00,2,98,63,Low
2024-06-28 03:00:00,4,54,40,Low
2024-06-28 04:00:00,3,58,41,Low
2024-06-28 05:00:00,4,36,52,Low
2024-06-28 06:00:00,3,73,47,Low
2024-06-28 07:00:00,4,337,14,High
2024-06-28 08:00:00,4,292,15,High
2024-06-28 09:00:00,4,301,22,High
2024-06-28 10:00:00,3,342,17,High
2024-06-28 11:00:00,2,109,26,Medium
2024-06-28 12:00:00,3,181,31,Medium
2024-06-28 13:00:00,2,157,36,Medium
2024-06-28 14:00:00,1,109,40,Medium
2024-06-28 15:00:00,1,164,28,Medium
2024-06-28 16:00:00,2,137,25,Medium
2024-06-28 17:00:00,3,243,25,High
2024-06-28 18:00:00,2,328,10,High
2024-06-28 19:00:00,4,233,10,High
2024-06-28 20:00:00,4,281,19,High
2024-06-28 21:00:00,4,53,40,Low
2024-06-28 22:00:00,1,36,44,Low
2024-06-28 23:00:00,1,51,43,Low
2024-06-29 00:00:00,2,91,61,Low
2024-06-29 01:00:00,2,83,63,Low
2024-06-29 02:00:00,4,33,58,Low
2024-06-29 03:00:00,1,55,59,Low
2024-06-29 04:00:00,1,80,65,Low
2024-06-29 05:00:00,2,24,43,Low
2024-06-29 06:00:00,2,20,42,Low
2024-06-29 07:00:00,4,322,14,High
2024-06-29 08:00:00,1,237,23,High
2024-06-29 09:00:00,2,287,17,High
2024-06-29 10:00:00,1,212,21,High
2024-06-29 11:00:00,1,171,33,Medium
2024-06-29 12:00:00,1,134,28,Medium
2024-06-29 13:00:00,1,105,31,Medium
2024-06-29 14:00:00,3,112,33,Medium
2024-06-29 15:00:00,3,156,35,Medium
2024-06-29 16:00:00,2,137,36,Medium
2024-06-29 17:00:00,2,331,11,High
2024-06-29 18:00:00,4,322,20,High
2024-06-29 19:00:00,4,331,13,High
2024-06-29 20:00:00,2,340,11,High
2024-06-29 21:00:00,2,63,47,Low
2024-06-29 22:00:00,4,38,61,Low
2024-06-29 23:00:00,1,97,61,Low
2024-06-30 00:00:00,4,20,42,Low
2024-06-30 01:00:00,1,31,51,Low
2024-06-30 02:00:00,2,98,62,Low
2024-06-30 03:00:00,3,36,51,Low
2024-06-30 04:00:00,2,54,59,Low
2024-06-30 05:00:00,2,34,45,Low
2024-06-30 06:00:00,1,46,49,Low
2024-06-30 07:00:00,2,272,21,High
2024-06-30 08:00:00,3,256,12,High
2024-06-30 09:00:00,3,297,20,High
2024-06-30 10:00:00,3,268,15,High
2024-06-30 11:00:00,3,166,33,Medium
2024-06-30 12:00:00,4,157,36,Medium
2024-06-30 13:00:00,4,140,26,Medium
2024-06-30 14:00:00,4,137,32,Medium
2024-06-30 15:00:00,4,162,38,Medium
2024-06-30 16:00:00,3,173,34,Medium
2024-06-30 17:00:00,3,256,14,High
2024-06-30 18:00:00,1,224,16,High
2024-06-30 19:00:00,4,261,10,High
2024-06-30 20:00:00,3,311,21,High
2024-06-30 21:00:00,1,20,56,Low
2024-06-30 22:00:00,4,53,42,Low
2024-06-30 23:00:00,1,62,49,Low
2024-07-01 00:00:00,2,71,43,Low
2024-07-01 01:00:00,3,54,48,Low
2024-07-01 02:00:00,3,69,51,Low
2024-07-01 03:00:00,4,90,50,Low
2024-07-01 04:00:00,2,45,57,Low
2024-07-01 05:00:00,1,62,51,Low
2024-07-01 06:00:00,2,30,52,Low
2024-07-01 07:00:00,4,301,18,High
2024-07-01 08:00:00,4,301,17,High
2024-07-01 09:00:00,2,219,24,High
2024-07-01 10:00:00,2,324,18,High
2024-07-01 11:00:00,3,144,33,Medium
2024-07-01 12:00:00,4,131,31,Medium
2024-07-01 13:00:00,1,136,31,Medium
2024-07-01 14:00:00,2,185,27,Medium
2024-07-01 15:00:00,2,148,40,Medium
2024-07-01 16:00:00,4,164,33,Medium
2024-07-01 17:00:00,2,348,18,High
2024-07-01 18:00:00,1,341,16,High
2024-07-01 19:00:00,2,329,22,High
2024-07-01 20:00:00,3,272,12,High
2024-07-01 21:00:00,4,32,47,Low
2024-07-01 22:00:00,4,65,49,Low
2024-07-01 23:00:00,1,73,54,Low
2024-07-02 00:00:00,3,67,63,Low
2024-07-02 01:00:00,4,36,56,Low
2024-07-02 02:00:00,3,62,64,Low
2024-07-02 03:00:00,4,96,43,Low
2024-07-02 04:00:00,2,59,48,Low
2024-07-02 05:00:00,1,59,57,Low
2024-07-02 06:00:00,3,87,57,Low
2024-07-02 07:00:00,2,229,15,High
2024-07-02 08:00:00,1,245,16,High
2024-07-02 09:00:00,3,331,18,High
2024-07-02 10:00:00,2,223,18,High
2024-07-02 11:00:00,2,138,38,Medium
2024-07-02 12:00:00,4,190,29,Medium
2024-07-02 13:00:00,1,119,37,Medium
2024-07-02 14:00:00,3,161,27,Medium
2024-07-02 15:00:00,2,151,31,Medium
2024-07-02 16:00:00,2,127,37,Medium
2024-07-02 17:00:00,2,293,23,High
2024-07-02 18:00:00,3,277,15,High
2024-07-02 19:00:00,4,238,16,High
2024-07-02 20:00:00,3,206,14,High
2024-07-02 21:00:00,2,91,46,Low
2024-07-02 22:00:00,3,99,65,Low
2024-07-02 23:00:00,3,85,65,Low
2024-07-03 00:00:00,4,26,62,Low
2024-07-03 01:00:00,2,47,60,Low
2024-07-03 02:00:00,3,78,61,Low
2024-07-03 03:00:00,2,59,47,Low
2024-07-03 04:00:00,2,52,47,Low
2024-07-03 05:00:00,4,43,42,Low
2024-07-03 06:00:00,4,51,55,Low
2024-07-03 07:00:00,2,299,20,High
2024-07-03 08:00:00,4,299,15,High
2024-07-03 09:00:00,3,299,13,High
2024-07-03 10:00:00,2,204,14,High
2024-07-03 11:00:00,3,145,32,Medium
2024-07-03 12:00:00,4,186,36,Medium
2024-07-03 13:00:00,1,161,30,Medium
2024-07-03 14:00:00,4,179,31,Medium
2024-07-03 15:00:00,4,108,28,Medium
2024-07-03 16:00:00,4,129,25,Medium
2024-07-03 17:00:00,1,346,20,High
2024-07-03 18:00:00,1,331,13,High
2024-07-03 19:00:00,2,264,14,High
2024-07-03 20:00:00,4,247,16,High
2024-07-03 21:00:00,4,86,57,Low
2024-07-03 22:00:00,3,21,55,Low
2024-07-03 23:00:00,1,60,64,Low
2024-07-04 00:00:00,2,40,63,Low
2024-07-04 01:00:00,4,83,40,Low
2024-07-04 02:00:00,4,76,56,Low
2024-07-04 03:00:00,3,20,60,Low
2024-07-04 04:00:00,3,75,64,Low
2024-07-04 05:00:00,4,39,49,Low
2024-07-04 06:00:00,4,77,48,Low
2024-07-04 07:00:00,3,341,24,High
2024-07-04 08:00:00,3,218,19,High
2024-07-04 09:00:00,4,323,24,High
2024-07-04 10:00:00,2,254,11,High
2024-07-04 11:00:00,2,116,35,Medium
2024-07-04 12:00:00,3,170,40,Medium
2024-07-04 13:00:00,2,100,32,Medium
2024-07-04 14:00:00,3,134,35,Medium
2024-07-04 15:00:00,3,115,38,Medium
2024-07-04 16:00:00,1,162,28,Medium
2024-07-04 17:00:00,4,250,13,High
2024-07-04 18:00:00,4,325,12,High
2024-07-04 19:00:00,2,301,10,High
